,train_loss,train_acc,train_recall,train_fpr,val_loss,val_acc,val_recall,val_fpr
0,1.5857712030410769,0.3499999940395355,0,0,1.9385353326797483,0.3000000119209289,0.5,0.5
1,1.407456636428833,0.375,0,0,1.6140884160995483,0.4000000059604645,0.5714285969734192,0.5
2,1.8019657135009768,0.2000000029802322,0,0,1.16824471950531,0.4000000059604645,0.5,0.5714285969734192
3,1.401114821434021,0.3250000178813934,0,0,1.6473286151885986,0.2000000029802322,0.5384615659713745,0.625
4,1.4010893106460571,0.375,0,0,1.6508938074111938,0.3000000119209289,0.529411792755127,0.625
5,1.696527123451233,0.2000000029802322,0,0,1.42583966255188,0.3000000119209289,0.550000011920929,0.699999988079071
6,1.5552417039871216,0.2750000059604645,0,0,1.429599046707153,0.3000000119209289,0.5909090638160706,0.6666666865348816
7,1.4161131381988523,0.375,0,0,1.2649723291397097,0.4000000059604645,0.625,0.6428571343421936
8,1.4898656606674194,0.4250000119209289,0,0,1.4725760221481323,0.2000000029802322,0.5555555820465088,0.6470588445663452
9,1.2981539964675903,0.375,0,0,1.4644056558609009,0.2000000029802322,0.517241358757019,0.6315789222717285
